#Latin name	Filename (NCBI Taxonomy ID)
Hyblaea puera	268502
Hybomitra bimaculata	226809
Hydra littoralis	42240
Hydra magnipapillata	6085
Hydra oligactis	6088
Hydra sp.	6086
Hydra viridis	6082
Hydra vulgaris	6087
Hydractinia echinata	35630
Hydractinia symbiolongicarpus	13093
Hydrangea chlorotic mottle virus	375546
Hydrangea macrophylla	23110
Hydrangea mosaic virus	42812
Hydrangea phyllody phytoplasma	238673
Hydrangea ringspot virus	112228
Hydrilla verticillata	51024
Hydrogenobacter thermophilus	940
Hydrogenophaga intermedia	65786
Hydrogenophaga sp. Esa.33	285099
Hydrogenophilus thermoluteolus	297
Hydrogenovibrio marinus	28885
Hydroides elegans	216498
Hydrolagus colliei	7873
Hydrophis melanocephalus	34990
Hydropotes inermis	9883
Hydropotes inermis argyropus	344906
Hydropsyche angustipennis	329908
Hydropsyche sp. T20	173708
Hydrurga leptonyx	29086
Hyla chrysoscelis	30342
Hyla japonica	109175
Hylobates agilis	9579
Hylobates agilis unko	9583
Hylobates klossii	9587
Hylobates lar	9580
Hylobates moloch	81572
Hylobates muelleri	9588
Hylobates pileatus	9589
Hylobates sp.	9581
Hylobates sp. PS-2007	425245
Hylobates sp. TIB-201	150249
Hylocomium splendens	53007
Hylomyscus alleni	34858
Hymeniacidon perlevis	177573
Hymenolepis diminuta	6216
Hynobius leechii	113391
Hynobius retardatus	36312
Hyoscyamus muticus	35626
Hyoscyamus niger	4079
Hypera postica	36757
Hypericum androsaemum	140968
Hypericum hookerianum	401011
Hypericum perforatum	65561
Hyperthermus butylicus DSM 5456	415426
Hyphantria cunea	39466
Hyphantria cunea nucleopolyhedrovirus	28288
Hyphessobrycon ecuadoriensis	188719
Hyphomicrobium chloromethanicum	51783
Hyphomicrobium denitrificans	53399
Hyphomicrobium methylovorum	84
Hyphomicrobium sp. DM2	113573
Hyphomicrobium sp. GJ21	113574
Hyphomicrobium sp. JC17	142666
Hyphomicrobium sp. KDM2	300024
Hyphomicrobium sp. KDM4	300025
Hyphomicrobium zavarzinii	48292
Hyphomonas neptunium	81032
Hyphomonas neptunium ATCC 15444	228405
Hypnos monopterygium	257756
Hypnum cupressiforme	53011
Hypocrea atroviridis	197014
Hypocrea jecorina	51453
Hypocrea koningii	97093
Hypocrea lixii	5544
Hypocrea pseudokoningii	317029
Hypocrea schweinitzii	36924
Hypocrea spinulosa	110619
Hypocrea virens	29875
Hypoderma lineatum	7389
Hypogastrura harveyi	351090
Hypophthalmichthys molitrix	13095
Hypophthalmichthys nobilis	7965
Hypopterygium arbuscula	98738
Hypopterygium didictyon	98740
Hypopterygium filiculaeforme	98741
Hypopterygium laricinum	129941
Hyposoter didymator virus	96779
Hyposoter fugitivus ichnovirus	265522
Hypotrichida sp. AL	196105
Hypotrichida sp. KEC2002	200598
Hypotrichida sp. OrrK1999	104345
Hypotrichida sp. misty	170504
Hypotrichomonas acosta	5735
Hypsiprymnodon moschatus	65631
Hypsizygus marmoreus	39966
Hyriopsis cumingii	165450
IC4 retrovirus	36381
Ibaraki virus	225976
Iceland poppy yellows phytoplasma	357767
Ichthyomyzon fossor	245073
Ichthyomyzon gagei	302709
Ichthyomyzon unicuspis	30308
Ichthyophthirius multifiliis	5932
Ictalurid herpesvirus 1	10401
Ictalurus furcatus	66913
Ictalurus melas ranavirus	56049
Ictalurus punctatus	7998
Ictiobus bubalus	7973
Idahoa scapigera	224274
Ideonella dechloratans	36863
Idiomarina loihiensis L2TR	283942
Igbo Ora virus	79899
Iguana iguana	8517
Iguape virus	64308
Ilesha virus	273341
Ilheus virus	59563
Illex argentinus	6628
Ilyobacter tartaricus	167644
Ilyodon amecae	208462
Impatiens balsamina	63779
Impatiens hawkeri	127127
Impatiens necrotic spot virus	31622
IncL/M plasmid R446b	192118
IncL/M plasmid R471a	192119
IncN plasmid R46	179945
IncN plasmid pKM101	192122
IncP-1 plasmid pKJK5	382639
IncP-1beta multiresistance plasmid pB8	338421
IncQ plasmid pIE1120	77644
IncT plasmid R394	192121
IncT plasmid Rts-1	192120
IncW plasmid pSa	102264
Incilaria fruhstorferi	59821
Indian cassava mosaic virus	31600
Indian cassava mosaic virus-[Ker2]	341699
Indian cassava mosaic virus-[Ker3]	341700
Indian cassava mosaic virus-[Ker5]	358182
Indian cassava mosaic virus-[Ker6]	342106
Indian cassava mosaic virus-[Maharashtra]	223281
Indian cassava mosaic virus-[Tri]	235655
Indian citrus ringspot virus	104664
Indian mungbean yellow mosaic virus	88774
Indian peanut clump virus	32629
Indian peanut clump virus D	119104
Indian peanut clump virus H	119103
Indian peanut clump virus L	119102
Indopacetus pacificus	221924
Infectious bronchitis virus	160235
Infectious bursal disease virus	301836
Infectious flacherie virus	12742
Infectious hematopoietic necrosis virus	11291
Infectious hypodermal and hematopoietic necrosis virus	111792
Infectious pancreatic necrosis virus	11005
Infectious salmon anemia virus	55987
Infectious spleen and kidney necrosis virus	180170
Influenza A Virus	451127
Influenza A virus	465364
Influenza A virus H3N2	41857
Influenza A virus PX14(A/USSR/90/77(H1N1)xA/Pintail	134372
Influenza A virus PX14-XIII(A/USSR/90/77(H1N1)xA/Pintail	134373
Influenza A virus PX8(A/USSR/90/77(H1N1)xA/Pintail	134370
Influenza A virus PX8-XIII(A/USSR/90/77(H1N1)xA/Pintail	134371
Influenza A virus SC35M	360722
Influenza A virus(A/chicken/Guangxi/KMI/99(H9N2))	163012
Influenza B virus	461835
Influenza C virus	424583
Influenzavirus A	197911
Ingwavuma virus	159145
Inkoo virus	45269
Invertebrate iridescent virus 6	176652
Ionopsidium abulense	126275
Ionopsidium acaule	104256
Ipomoea batatas	4120
Ipomoea hederifolia	264525
Ipomoea leucantha	129205
Ipomoea nil	35883
Ipomoea obscura witches'-broom phytoplasma	209874
Ipomoea purpurea	4121
Ipomoea quamoclit	89660
Ipomoea tricolor	89664
Ipomoea trifida	35884
Ippy virus	55096
Ips paraconfusus	89938
Ips pini	102803
Ips typographus	55986
Iranian wheat stripe virus	236807
Iridovirus RMIV (IV22) regular R	158685
Iris germanica	34205
Iris lactea	198816
Iris lactea var. chinensis	338655
Iris tectorum	114617
Iris x hollandica	35876
Iris yellow spot virus	60456
Irkut virus	249583
Irpex lacteus	5319
Isaria farinosa	89141
Isaria javanica	43265
Isaria tenuipes	45847
Isatis tinctoria	161756
Isfahan virus	290008
Isla Vista virus	42097
Isochrysis galbana	37099
Isoetes lacustris	50271
Isoodon macrourus	37698
Isoodon obesulus	65612
Isoplexis canariensis	165306
Isoplexis chalcantha	285843
Isoplexis isabelliana	285844
Isoplexis sceptrum	285845
Isotricha sp. BBF-2003	223153
Israel acute paralysis virus of bees	294365
Issatchenkia orientalis	4909
Italian lapine rotavirus 30/96	356494
Itaqui virus	348026
Ixeris dentata	190260
Ixeris dentata var. albiflora	190261
Ixodes affinis	48829
Ixodes holocyclus	65647
Ixodes jellisoni	59648
Ixodes minor	213686
Ixodes muris	35566
Ixodes nipponensis	63660
Ixodes ovatus	59652
Ixodes pacificus	29930
Ixodes pararicinus	213688
Ixodes pavlovskyi	79495
Ixodes persulcatus	34615
Ixodes ricinus	34613
Ixodes scapularis	6945
Ixodes sinensis	339422
J-virus	322067
JC polyomavirus	10632
Jaagsiekte sheep retrovirus	11746
Jacobaea vulgaris	98722
Jamesoniella autumnalis	53015
Jamestown Canyon virus	35511
Janibacter sp. XJ-1	298962
Jannaschia sp. CCS1	290400
Janthinobacterium lividum	29581
Janthinobacterium sp. J3	213804
Japalura splendida	118209
Japanese encephalitis virus	11076
Japanese iris necrotic ring virus	77344
Japanese yam mosaic virus	79917
Jasus edwardsii	95461
Jatobal virus	150058
Jatropha curcas	180498
Jembrana disease virus	36370
Jenynsia maculata	195840
Jerry Slough virus	35513
Johnsongrass chlorotic stripe mosaic virus	229149
Johnsongrass mosaic virus	31742
Joinvillea ascendens	38723
Juglans nigra	16719
Juglans nigra x Juglans regia	92446
Juglans regia	51240
Jujube witches'-broom phytoplasma	230569
Julidochromis regani	8125
Julidochromis transcriptus	70784
Julodis onopordi	261158
Juncus effusus	13579
Junin virus	11619
Juniperus ashei	13101
Juniperus oxycedrus	69008
Juniperus rigida	99809
Juniperus virginiana	39584
Junonia coenia	39708
Junonia coenia densovirus	12524
KI polyomavirus	423445
KI polyomavirus Stockholm 350	423447
KI polyomavirus Stockholm 380	423448
KI polyomavirus Stockholm 60	423446
Kadam virus	64310
Kadipiro virus	104580
Kaikalur virus	159149
Kairi virus	80939
Kakugo virus	260684
Kalanchoe daigremontiana	23013
Kalanchoe fedtschenkoi	63787
Kalanchoe latent virus	132477
Kalanchoe top-spotting virus	218387
Kalidium foliatum	224146
Kallichroma tethys	110573
Kamiti River virus	218849
Kandelia candel	61147
Karelinia caspia	313960
Karenia brevis	156230
Karlodinium micrum	342587
Karshi virus	64287
Kashmir bee virus	68876
Kassina senegalensis	8415
Katsuwonus pelamis	8226
Kazachstania exigua	34358
Kedougou virus	64311
Kelp fly virus	340921
Kenaf leaf curl disease-associated satellite DNA beta	449401
Kenaf leaf curl virus	449400
Kennedya yellow mosaic virus	36392
Ketogulonicigenium vulgare	92945
Keystone virus	35514
Khabarovsk virus	42894
Khujand lyssavirus	237716
Kiefferulus sp. 'cornishi'	36168
Kilham rat virus	12441
Killer virus of S.cerevisiae	12477
Kineococcus radiotolerans SRS30216	266940
Kinetoplastibacterium blastocrithidii	233181
Kingella kingae	504
Kirsten murine sarcoma virus	11808
Kitasatospora griseola	2064
Kitasatospora putterlickiae	221725
Kitasatospora setae	2066
Kitasatospora sp. CECT 4991	212367
Kitasatospora sp. F18-97	181063
Klebsiella aerogenes	28451
Klebsiella oxytoca	571
Klebsiella phage KPP95	264484
Klebsiella phage phiKO2	255431
Klebsiella pneumoniae	574
Klebsiella pneumoniae subsp. pneumoniae	72407
Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620
Klebsiella sp. F51-1-2	357522
Klebsiella sp. KCL-2	160057
Klebsiella sp. KCL2	178402
Klebsiella sp. LS13-39	143776
Klebsiella sp. LSSE-H2	367837
Klebsiella sp. LX3	167956
Klebsiella sp. NK33-98-8	204074
Klebsiella sp. PAMU-1.2	244225
Klebsiella sp. ZD112	321150
Kluyvera ascorbata	51288
Kluyvera cryocrescens	580
Kluyvera georgiana	73098
Kluyvera intermedia	61648
Kluyvera sp. N03-0458	280335
Kluyvera sp. N03-0459	302482
Kluyvera sp. N03-0460	280337
Kluyvera sp. N03-0461	280338
Kluyvera sp. N03-0462	280336
Kluyveromyces aestuarii	33165
Kluyveromyces lactis	28985
Kluyveromyces lactis NRRL Y-1140	284590
Kluyveromyces marxianus	4911
Kluyveromyces thermotolerans	4916
Kluyveromyces waltii	4914
Kluyveromyces wickerhamii	51658
Kluyveromyces yarrowii	51620
Kobus ellipsiprymnus	9962
Kobus ellipsiprymnus defassa	91877
Kobus megaceros	59532
Kocuria rosea	1275
Kocuria sp. KY2	388923
Kocuria varians	1272
Kodamaea ohmeri	34356
Koerneria sp. RS1982	358044
Kogia breviceps	27615
Kogia simus	9752
Koi herpesvirus	180230
Kokobera virus	44024
Konjac mosaic virus	322053
Korean flounder iridovirus	281717
Kosteletzkya virginica	69161
Kryptolebias marmoratus	37003
Kudzu mosaic virus	390437
Kunjin virus	11078
Kuraishia capsulata	317047
Kurthia sp. 538-KA26	132469
Kurthia zopfii	1650
Kurtzmanomyces sp. I-11	176846
Kyasanur forest disease virus	33743
Kytococcus sedentarius	1276
Kyuri green mottle mosaic virus	111970
Kyzylagach virus	48542
La Crosse virus	11578
La France disease virus	28373
Labeo bata	295399
Labeo fimbriatus	182801
Labeo gonius	295400
Labeo kontius	182802
Labeo rohita	84645
Labeotropheus fuelleborni	57307
Labidocera aestiva	163467
Labidochromis caeruleus	50897
Labidochromis chisumulae	313991
Lablab purpureus	35936
Labrus ossifagus	30800
Lacanobia oleracea	79499
Lacanobia oleracea granulovirus	52412
Laccaria bicolor	29883
Lacerta agilis	80427
Laceyella sacchari	37482
Lachancea kluyveri	4934
Lachancea thermotolerans	381046
Lachesana tarabaevi	379576
Lachesis muta	8752
Lachesis muta muta	8753
Lachesis stenophrys	88085
Lachnospiraceae bacterium 14-2	397286
Lachnospiraceae bacterium A4	397291
Lactarius chrysorrheus	111135
Lactate dehydrogenase-elevating virus	11048
Lactobacillus acidophilus	1579
Lactobacillus acidophilus NCFM	272621
Lactobacillus amylovorus	1604
Lactobacillus backi	375175
Lactobacillus brevis	1580
Lactobacillus brevis ATCC 367	387344
Lactobacillus buchneri	1581
Lactobacillus casei	1582
Lactobacillus casei ATCC 334	321967
Lactobacillus casei subsp. casei ATCC 393	219334
Lactobacillus collinoides	33960
Lactobacillus coryniformis	1610
Lactobacillus coryniformis subsp. coryniformis	115541
Lactobacillus crispatus	47770
Lactobacillus curvatus	28038
Lactobacillus delbrueckii	29397
Lactobacillus delbrueckii subsp. bulgaricus	1585
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	390333
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	321956
Lactobacillus delbrueckii subsp. delbrueckii	83684
Lactobacillus diolivorans	179838
Lactobacillus fermentum	1613
Lactobacillus fermentum IFO 3956	334390
Lactobacillus fructivorans	1614
Lactobacillus gasseri	1596
Lactobacillus gasseri ATCC 33323	324831
Lactobacillus helveticus	1587
Lactobacillus helveticus CNRZ32	326425
Lactobacillus helveticus DPC 4571	405566
Lactobacillus helveticus phage f-0303	196194
Lactobacillus hilgardii	1588
Lactobacillus johnsonii	33959
Lactobacillus johnsonii NCC 533	257314
Lactobacillus johnsonii prophage Lj771	139871
Lactobacillus kefiri	33962
Lactobacillus lindneri	53444
Lactobacillus manihotivorans	88233
Lactobacillus parabuchneri	152331
Lactobacillus paracasei	1597
Lactobacillus paracasei subsp. paracasei	47714
Lactobacillus paracollinoides	240427
Lactobacillus paraplantarum	60520
Lactobacillus pentosus	1589
Lactobacillus phage A2	51369
Lactobacillus phage JCL1032	37105
Lactobacillus phage KC5a	363555
Lactobacillus phage LL-H	12348
Lactobacillus phage LL-K	106493
Lactobacillus phage LP65	298338
Lactobacillus phage Lc-Nu	146269
Lactobacillus phage PL-1	39103
Lactobacillus phage PL-2	165428
Lactobacillus phage YB5	438780
Lactobacillus phage mv1	33769
Lactobacillus phage mv4	12392
Lactobacillus phage phiAT3	279281
Lactobacillus phage phiFSW	91019
Lactobacillus phage phiJL-1	235201
Lactobacillus phage phiadh	12417
Lactobacillus phage phig1e	52979
Lactobacillus phage phigaY	272757
Lactobacillus plantarum	1590
Lactobacillus plantarum WCFS1	220668
Lactobacillus plantarum subsp. argentoratensis	271881
Lactobacillus plantarum subsp. plantarum	337330
Lactobacillus prophage Lj928	139872
Lactobacillus prophage Lj965	139870
Lactobacillus reuteri	1598
Lactobacillus reuteri 100-23	349123
Lactobacillus reuteri F275	299033
Lactobacillus rhamnosus	47715
Lactobacillus rhamnosus Lc-Nu-like prophage	313599
Lactobacillus sakei	1599
Lactobacillus sakei subsp. sakei 23K	314315
Lactobacillus salivarius	1624
Lactobacillus salivarius subsp. salivarius UCC118	362948
Lactobacillus sanfranciscensis	1625
Lactobacillus sp.	1593
Lactobacillus sp. MD-1	259392
Lactobacillus sp. MONT4	244128
Lactobacillus sp. RKY2	269882
Lactobacillus zeae	57037
Lactococcus garvieae	1363
Lactococcus lactis	1360
Lactococcus lactis phage 645	270182
Lactococcus lactis phage 7	213771
Lactococcus lactis phage KSY1	388452
Lactococcus lactis phage P113G	213773
Lactococcus lactis phage P475	213774
Lactococcus lactis phage jw30	213776
Lactococcus lactis phage p2	100641
Lactococcus lactis phage p272	213777
Lactococcus lactis phage phi 197	12427
Lactococcus lactis subsp. cremoris	1359
Lactococcus lactis subsp. cremoris MG1363	416870
Lactococcus lactis subsp. cremoris SK11	272622
Lactococcus lactis subsp. hordniae	203404
Lactococcus lactis subsp. lactis Il1403	272623
Lactococcus lactis subsp. lactis bv. diacetylactis	44688
Lactococcus phage	12375
Lactococcus phage 1727	287438
Lactococcus phage 409	185368
Lactococcus phage 4268	201847
Lactococcus phage 5440	206062
Lactococcus phage 5447	206102
Lactococcus phage 5469	206103
Lactococcus phage 712	213769
Lactococcus phage 923	210624
Lactococcus phage 936	39838
Lactococcus phage 943	206061
Lactococcus phage B1	47931
Lactococcus phage BK5-T	31754
Lactococcus phage CB17	341690
Lactococcus phage CHL92	197314
Lactococcus phage F4-1	12387
Lactococcus phage F7/2	185369
Lactococcus phage GR6	341691
Lactococcus phage HD10	287410
Lactococcus phage HD11	287417
Lactococcus phage HD12	287416
Lactococcus phage HD14	287428
Lactococcus phage HD15	287427
Lactococcus phage HD16	287420
Lactococcus phage HD17	287419
Lactococcus phage HD18	287418
Lactococcus phage HD19	287431
Lactococcus phage HD20	287430
Lactococcus phage HD21	287429
Lactococcus phage HD22	287452
Lactococcus phage HD3	287451
Lactococcus phage HD5	287450
Lactococcus phage HD6	287443
Lactococcus phage HD8	287442
Lactococcus phage HD9	287409
Lactococcus phage P001	39445
Lactococcus phage P008	83129
Lactococcus phage P270	100634
Lactococcus phage P335	201846
Lactococcus phage Phi-vML3	10746
Lactococcus phage Q23	287441
Lactococcus phage Q30	152338
Lactococcus phage Q33	254253
Lactococcus phage Q34	287440
Lactococcus phage Q37	287439
Lactococcus phage Q38	100636
Lactococcus phage Q39	287434
Lactococcus phage Q40	287433
Lactococcus phage Q41	287432
Lactococcus phage Q42	100637
Lactococcus phage Q43	287437
Lactococcus phage Q44	100638
Lactococcus phage Q46	287436
Lactococcus phage Q50	287426
Lactococcus phage Q51	287425
Lactococcus phage Q54	382685
Lactococcus phage Q62	287424
Lactococcus phage Q63	287415
Lactococcus phage Q64	287414
Lactococcus phage Q65	287447
Lactococcus phage Q66	287446
Lactococcus phage Q67	287445
Lactococcus phage Q68	287444
Lactococcus phage Q7	100639
Lactococcus phage Rc13	325249
Lactococcus phage Rc14	325250
Lactococcus phage Rc15	325251
Lactococcus phage Rc16	325252
Lactococcus phage Rc6	325253
Lactococcus phage SL10	287423
Lactococcus phage SL11	287422
Lactococcus phage SL12	287421
Lactococcus phage SL2	287413
Lactococcus phage SL3	287599
Lactococcus phage SL4	287412
Lactococcus phage SL5	287411
Lactococcus phage SL6	287449
Lactococcus phage SL9	287448
Lactococcus phage TP901-1	35345
Lactococcus phage TP901-1C	343949
Lactococcus phage Tuc2009	35241
